tau_c	metric	value
120.0	fidelity1	0.7542626262
120.0	fidelity1	0.7790312767
120.0	fidelity1	0.7686221004
120.0	fidelity1	0.7465879321
120.0	fidelity1	0.7800865173
120.0	fidelity1	0.7812600136
120.0	fidelity1	0.7793030739
120.0	fidelity1	0.7535116673
120.0	fidelity1	0.6944879293
120.0	fidelity1	0.7733920813
120.0	fidelity1	0.7812343836
120.0	fidelity1	0.7603507042
120.0	fidelity1	0.7646818161
120.0	fidelity1	0.7662339211
120.0	fidelity1	0.7687449455
120.0	fidelity1	0.7763926387
120.0	fidelity1	0.7658423185
120.0	fidelity1	0.7795432806
120.0	fidelity1	0.7801153064
120.0	fidelity1	0.7794499397
120.0	fidelity1	0.7804876566
120.0	fidelity1	0.7816028595
120.0	fidelity1	0.7817581892
120.0	fidelity1	0.7531129122
120.0	fidelity1	0.7682809830
120.0	fidelity1	0.7779232860
120.0	fidelity1	0.7623704672
120.0	fidelity1	0.7619627714
120.0	fidelity1	0.7654001117
120.0	fidelity1	0.6767832041
120.0	fidelity1	0.7809017897
120.0	fidelity1	0.7809233665
120.0	fidelity1	0.7754141688
120.0	fidelity1	0.7803492546
120.0	fidelity1	0.7705993652
120.0	fidelity1	0.7804114223
120.0	fidelity1	0.6420165300
120.0	fidelity1	0.7698470354
120.0	fidelity1	0.7677196264
120.0	fidelity1	0.7547835112
120.0	fidelity1	0.7806424499
120.0	fidelity1	0.7463879585
120.0	fidelity1	0.7714200020
120.0	fidelity1	0.7193691134
120.0	fidelity1	0.7750459909
120.0	fidelity1	0.7748341560
120.0	fidelity1	0.7756785154
120.0	fidelity1	0.7754963636
120.0	fidelity1	0.7724827528
120.0	fidelity1	0.7810360789
120.0	fidelity1	0.7515441775
120.0	fidelity1	0.7179216146
120.0	fidelity1	0.7673921585
120.0	fidelity1	0.7601053119
120.0	fidelity1	0.7695865631
120.0	fidelity1	0.7567785978
120.0	fidelity1	0.7803189158
120.0	fidelity1	0.7808777690
120.0	fidelity1	0.7817246318
120.0	fidelity1	0.7718130946
120.0	fidelity1	0.7800554037
120.0	fidelity1	0.7783074379
120.0	fidelity1	0.7802563906
120.0	fidelity1	0.7742344737
120.0	fidelity1	0.7539026141
120.0	fidelity1	0.7534567118
120.0	fidelity1	0.7209765315
120.0	fidelity1	0.7038015127
120.0	fidelity1	0.7743581533
120.0	fidelity1	0.7813283801
120.0	fidelity1	0.7817451358
120.0	fidelity1	0.6125525236
120.0	fidelity1	0.7365455627
120.0	fidelity1	0.7802044749
120.0	fidelity1	0.7744334936
120.0	fidelity1	0.7811907530
120.0	fidelity1	0.7787446976
120.0	fidelity1	0.7642451525
120.0	trace_distance	0.4916361570
120.0	trace_distance	0.3274502158
120.0	trace_distance	0.3282423615
120.0	trace_distance	0.3341515958
120.0	trace_distance	0.3274219930
120.0	trace_distance	0.3277586102
120.0	trace_distance	0.4452675879
120.0	trace_distance	0.3520860076
120.0	trace_distance	0.3326846063
120.0	trace_distance	0.3324124217
120.0	trace_distance	0.3435773551
120.0	trace_distance	0.4474765360
120.0	trace_distance	0.3634772301
120.0	trace_distance	0.3287789822
120.0	trace_distance	0.3279195428
120.0	trace_distance	0.3472445011
120.0	trace_distance	0.3436790705
120.0	trace_distance	0.3309887052
120.0	trace_distance	0.3376791477
120.0	trace_distance	0.3798672557
120.0	trace_distance	0.3682317138
120.0	trace_distance	0.3454968631
120.0	trace_distance	0.3852400482
120.0	trace_distance	0.3335516155
120.0	trace_distance	0.3561888337
120.0	trace_distance	0.3999023438
120.0	trace_distance	0.3311705291
120.0	trace_distance	0.3285023570
120.0	trace_distance	0.3329399824
120.0	trace_distance	0.3866994679
120.0	trace_distance	0.4879261851
120.0	trace_distance	0.3459995389
120.0	trace_distance	0.3285608590
120.0	trace_distance	0.3731992841
120.0	trace_distance	0.3643914163
120.0	trace_distance	0.3611826301
120.0	trace_distance	0.3559305370
120.0	trace_distance	0.3394330740
120.0	trace_distance	0.3619947731
120.0	trace_distance	0.3323987722
120.0	trace_distance	0.3311055601
120.0	trace_distance	0.3326092064
120.0	trace_distance	0.3302608728
120.0	trace_distance	0.3277186751
120.0	trace_distance	0.3273630738
120.0	trace_distance	0.3874717355
120.0	trace_distance	0.3569066525
120.0	trace_distance	0.3360341191
120.0	trace_distance	0.3691179156
120.0	trace_distance	0.3699453175
120.0	trace_distance	0.3629099131
120.0	trace_distance	0.5144210458
120.0	trace_distance	0.3293192983
120.0	trace_distance	0.3292700946
120.0	trace_distance	0.3415883780
120.0	trace_distance	0.3305753469
120.0	trace_distance	0.3520004153
120.0	trace_distance	0.3304340839
120.0	trace_distance	0.5628311634
120.0	trace_distance	0.3536004126
120.0	trace_distance	0.3580846190
120.0	trace_distance	0.3842247128
120.0	trace_distance	0.3299091458
120.0	trace_distance	0.4002772272
120.0	trace_distance	0.3502478302
120.0	trace_distance	0.4480514526
120.0	trace_distance	0.3423956633
120.0	trace_distance	0.3428594470
120.0	trace_distance	0.3410074115
120.0	trace_distance	0.3414078355
120.0	trace_distance	0.3479650617
120.0	trace_distance	0.3290132880
120.0	trace_distance	0.3904966414
120.0	trace_distance	0.4504680037
120.0	trace_distance	0.3587694764
120.0	trace_distance	0.3736920953
120.0	trace_distance	0.3541523218
120.0	trace_distance	0.3803103566
120.0	trace_distance	0.3306439817
120.0	trace_distance	0.3293736279
120.0	trace_distance	0.3274396956
120.0	trace_distance	0.3494053483
120.0	trace_distance	0.3312409818
120.0	trace_distance	0.3351752460
120.0	trace_distance	0.3307857513
120.0	trace_distance	0.3441686034
120.0	trace_distance	0.3859404325
120.0	trace_distance	0.3868056238
120.0	trace_distance	0.4453525841
120.0	trace_distance	0.4733937383
120.0	trace_distance	0.3438989818
120.0	trace_distance	0.3283461034
120.0	trace_distance	0.3273931742
120.0	trace_distance	0.6008118391
120.0	trace_distance	0.4183127880
120.0	trace_distance	0.3309030533
120.0	trace_distance	0.3437346220
120.0	trace_distance	0.3286603093
120.0	trace_distance	0.3341955543
120.0	trace_distance	0.3652890325
200.0	fidelity1	0.7607955933
200.0	fidelity1	0.7056183815
200.0	fidelity1	0.7537986636
200.0	fidelity1	0.7668339610
200.0	fidelity1	0.7793595791
200.0	fidelity1	0.7807890773
200.0	fidelity1	0.7805948257
200.0	fidelity1	0.7814065814
200.0	fidelity1	0.7234417796
200.0	fidelity1	0.7011092901
200.0	fidelity1	0.7817041278
200.0	fidelity1	0.7171444893
200.0	fidelity1	0.7270621061
200.0	fidelity1	0.7497269511
200.0	fidelity1	0.7815620303
200.0	fidelity1	0.7618026733
200.0	fidelity1	0.7783915401
200.0	fidelity1	0.6560931802
200.0	fidelity1	0.7748087645
200.0	fidelity1	0.7463946342
200.0	fidelity1	0.7760240436
200.0	fidelity1	0.7639297247
200.0	fidelity1	0.7817562819
200.0	fidelity1	0.7683027983
200.0	fidelity1	0.7525326610
200.0	fidelity1	0.7816094160
200.0	fidelity1	0.7626887560
200.0	fidelity1	0.7581213713
200.0	fidelity1	0.7742984295
200.0	fidelity1	0.7667583227
200.0	fidelity1	0.7788090706
200.0	fidelity1	0.7531099319
200.0	fidelity1	0.7757430077
200.0	fidelity1	0.7463558912
200.0	fidelity1	0.7633663416
200.0	fidelity1	0.7744115591
200.0	fidelity1	0.7768721581
200.0	fidelity1	0.7816554308
200.0	fidelity1	0.6181313992
200.0	fidelity1	0.7611691356
200.0	fidelity1	0.7816543579
200.0	fidelity1	0.7809456587
200.0	fidelity1	0.7761889696
200.0	fidelity1	0.7609657049
200.0	fidelity1	0.7622615695
200.0	fidelity1	0.6887330413
200.0	fidelity1	0.7518622279
200.0	fidelity1	0.7805277705
200.0	fidelity1	0.7470896244
200.0	fidelity1	0.7786711454
200.0	fidelity1	0.7772421241
200.0	fidelity1	0.7817229033
200.0	fidelity1	0.7807520628
200.0	fidelity1	0.7675700188
200.0	fidelity1	0.7737171650
200.0	fidelity1	0.7145632505
200.0	fidelity1	0.7466850281
200.0	fidelity1	0.7688183784
200.0	fidelity1	0.7603160739
200.0	fidelity1	0.7186006904
200.0	fidelity1	0.7753720284
200.0	fidelity1	0.7731002569
200.0	fidelity1	0.7742926478
200.0	fidelity1	0.7815240622
200.0	fidelity1	0.7797357440
200.0	fidelity1	0.7803710699
200.0	fidelity1	0.7757633924
200.0	fidelity1	0.7813601494
200.0	fidelity1	0.7753380537
200.0	fidelity1	0.7815269232
200.0	fidelity1	0.7710201144
200.0	fidelity1	0.7444814444
200.0	fidelity1	0.7709702253
200.0	fidelity1	0.7766942978
200.0	fidelity1	0.7513383627
200.0	fidelity1	0.7817274928
200.0	fidelity1	0.7783101797
200.0	fidelity1	0.7480117679
200.0	fidelity1	0.7367383242
200.0	fidelity1	0.7802321315
200.0	fidelity1	0.7473456264
200.0	fidelity1	0.7794536352
200.0	fidelity1	0.7777247429
200.0	fidelity1	0.7614104152
200.0	fidelity1	0.7817262411
200.0	fidelity1	0.7761183977
200.0	fidelity1	0.7808493972
200.0	fidelity1	0.7810807228
200.0	fidelity1	0.7750515342
200.0	fidelity1	0.7705344558
200.0	fidelity1	0.7769080997
200.0	fidelity1	0.7405518293
200.0	fidelity1	0.7368253469
200.0	fidelity1	0.7302494049
200.0	fidelity1	0.7814620733
200.0	fidelity1	0.7454749346
200.0	fidelity1	0.7493733168
200.0	fidelity1	0.7560359240
200.0	fidelity1	0.7803761959
200.0	fidelity1	0.6485691071
200.0	trace_distance	0.3723040223
200.0	trace_distance	0.4705060720
200.0	trace_distance	0.3861421347
200.0	trace_distance	0.3599346280
200.0	trace_distance	0.3328126073
200.0	trace_distance	0.3295754492
200.0	trace_distance	0.3300175071
200.0	trace_distance	0.3281677067
200.0	trace_distance	0.4411813617
200.0	trace_distance	0.4776399732
200.0	trace_distance	0.3274865150
200.0	trace_distance	0.4517599940
200.0	trace_distance	0.4349835515
200.0	trace_distance	0.3939712644
200.0	trace_distance	0.3278121948
200.0	trace_distance	0.3702696562
200.0	trace_distance	0.3349874020
200.0	trace_distance	0.5437498689
200.0	trace_distance	0.3429149389
200.0	trace_distance	0.4002647400
200.0	trace_distance	0.3402463794
200.0	trace_distance	0.3659363389
200.0	trace_distance	0.3273671269
200.0	trace_distance	0.3568606377
200.0	trace_distance	0.3885933161
200.0	trace_distance	0.3277036548
200.0	trace_distance	0.3684706986
200.0	trace_distance	0.3776528239
200.0	trace_distance	0.3440291286
200.0	trace_distance	0.3600921631
200.0	trace_distance	0.3340512514
200.0	trace_distance	0.3874773681
200.0	trace_distance	0.3408655524
200.0	trace_distance	0.4003372490
200.0	trace_distance	0.3670889139
200.0	trace_distance	0.3437825739
200.0	trace_distance	0.3383719325
200.0	trace_distance	0.3275983334
200.0	trace_distance	0.5938069224
200.0	trace_distance	0.3715512455
200.0	trace_distance	0.3276006579
200.0	trace_distance	0.3292191029
200.0	trace_distance	0.3398829103
200.0	trace_distance	0.3719612956
200.0	trace_distance	0.3693390489
200.0	trace_distance	0.4966933727
200.0	trace_distance	0.3898852468
200.0	trace_distance	0.3301698267
200.0	trace_distance	0.3989604115
200.0	trace_distance	0.3343604803
200.0	trace_distance	0.3375506997
200.0	trace_distance	0.3274437785
200.0	trace_distance	0.3296598792
200.0	trace_distance	0.3583976030
200.0	trace_distance	0.3452939391
200.0	trace_distance	0.4560251832
200.0	trace_distance	0.3997201025
200.0	trace_distance	0.3557756543
200.0	trace_distance	0.3732687831
200.0	trace_distance	0.4493359327
200.0	trace_distance	0.3416803181
200.0	trace_distance	0.3466314673
200.0	trace_distance	0.3440419436
200.0	trace_distance	0.3278990388
200.0	trace_distance	0.3319641650
200.0	trace_distance	0.3305255175
200.0	trace_distance	0.3408206403
200.0	trace_distance	0.3282735348
200.0	trace_distance	0.3417553604
200.0	trace_distance	0.3278926015
200.0	trace_distance	0.3511031270
200.0	trace_distance	0.4038338065
200.0	trace_distance	0.3512101173
200.0	trace_distance	0.3387658894
200.0	trace_distance	0.3908917308
200.0	trace_distance	0.3274332285
200.0	trace_distance	0.3351693153
200.0	trace_distance	0.3972229064
200.0	trace_distance	0.4179668427
200.0	trace_distance	0.3308408558
200.0	trace_distance	0.3984787464
200.0	trace_distance	0.3326010108
200.0	trace_distance	0.3364765942
200.0	trace_distance	0.3710633218
200.0	trace_distance	0.3274359703
200.0	trace_distance	0.3400385380
200.0	trace_distance	0.3294384181
200.0	trace_distance	0.3289113343
200.0	trace_distance	0.3423838019
200.0	trace_distance	0.3521393538
200.0	trace_distance	0.3382921815
200.0	trace_distance	0.4110668302
200.0	trace_distance	0.4178107977
200.0	trace_distance	0.4294528961
200.0	trace_distance	0.3280404210
200.0	trace_distance	0.4019843340
200.0	trace_distance	0.3946440220
200.0	trace_distance	0.3817718923
200.0	trace_distance	0.3305138648
200.0	trace_distance	0.5540305972
400.0	fidelity1	0.7721128464
400.0	fidelity1	0.7745083570
400.0	fidelity1	0.7817449570
400.0	fidelity1	0.7730039358
400.0	fidelity1	0.7686618567
400.0	fidelity1	0.7792586088
400.0	fidelity1	0.7765525579
400.0	fidelity1	0.7523352504
400.0	fidelity1	0.7208892107
400.0	fidelity1	0.7781277895
400.0	fidelity1	0.7817171812
400.0	fidelity1	0.6395828724
400.0	fidelity1	0.7655414343
400.0	fidelity1	0.7805132270
400.0	fidelity1	0.7533221245
400.0	fidelity1	0.7646974325
400.0	fidelity1	0.7706359625
400.0	fidelity1	0.7339560390
400.0	fidelity1	0.7602601051
400.0	fidelity1	0.7815932035
400.0	fidelity1	0.7816715240
400.0	fidelity1	0.7808418274
400.0	fidelity1	0.7719027400
400.0	fidelity1	0.7067305446
400.0	fidelity1	0.7744867206
400.0	fidelity1	0.7777210474
400.0	fidelity1	0.7811492682
400.0	fidelity1	0.7758791447
400.0	fidelity1	0.7193533778
400.0	fidelity1	0.7692269683
400.0	fidelity1	0.7763385773
400.0	fidelity1	0.7795152664
400.0	fidelity1	0.7779448032
400.0	fidelity1	0.7801349163
400.0	fidelity1	0.7774974704
400.0	fidelity1	0.7750414610
400.0	fidelity1	0.7759982944
400.0	fidelity1	0.7464947701
400.0	fidelity1	0.7573115230
400.0	fidelity1	0.7770065069
400.0	fidelity1	0.7173552513
400.0	fidelity1	0.7814162970
400.0	fidelity1	0.7801594138
400.0	fidelity1	0.7463738918
400.0	fidelity1	0.7816667557
400.0	fidelity1	0.7643685341
400.0	fidelity1	0.7792991400
400.0	fidelity1	0.7214163542
400.0	fidelity1	0.7676997185
400.0	fidelity1	0.7599195242
400.0	fidelity1	0.7202596664
400.0	fidelity1	0.7814685702
400.0	fidelity1	0.7801805735
400.0	fidelity1	0.7817373276
400.0	fidelity1	0.7761914730
400.0	fidelity1	0.7607114315
400.0	fidelity1	0.7664157748
400.0	fidelity1	0.7755607367
400.0	fidelity1	0.7460936904
400.0	fidelity1	0.7796790004
400.0	fidelity1	0.7719489932
400.0	fidelity1	0.7815203071
400.0	fidelity1	0.7605984211
400.0	fidelity1	0.7745691538
400.0	fidelity1	0.7688857913
400.0	fidelity1	0.6626880169
400.0	fidelity1	0.7092639804
400.0	fidelity1	0.7693039775
400.0	fidelity1	0.7025460005
400.0	fidelity1	0.7668988109
400.0	fidelity1	0.7605980635
400.0	fidelity1	0.7652193904
400.0	fidelity1	0.7788893580
400.0	fidelity1	0.7628610134
400.0	fidelity1	0.7783882022
400.0	fidelity1	0.7671172023
400.0	fidelity1	0.7258571982
400.0	fidelity1	0.7616759539
400.0	fidelity1	0.7789003253
400.0	fidelity1	0.7452997565
400.0	fidelity1	0.7570125461
400.0	fidelity1	0.6978966594
400.0	fidelity1	0.7806446552
400.0	fidelity1	0.7676374316
400.0	fidelity1	0.7817572355
400.0	fidelity1	0.7172805667
400.0	fidelity1	0.7025822401
400.0	fidelity1	0.7799201012
400.0	fidelity1	0.7817413211
400.0	fidelity1	0.7464548945
400.0	fidelity1	0.7746583819
400.0	fidelity1	0.7558462620
400.0	fidelity1	0.7318941951
400.0	fidelity1	0.7330710292
400.0	fidelity1	0.7811959982
400.0	fidelity1	0.7796720266
400.0	fidelity1	0.7816303968
400.0	fidelity1	0.7626790404
400.0	fidelity1	0.7093604803
400.0	fidelity1	0.7817578316
400.0	trace_distance	0.3487609029
400.0	trace_distance	0.3435714841
400.0	trace_distance	0.3273932934
400.0	trace_distance	0.3468396068
400.0	trace_distance	0.3561055064
400.0	trace_distance	0.3330402970
400.0	trace_distance	0.3390796781
400.0	trace_distance	0.3889742494
400.0	trace_distance	0.4454995990
400.0	trace_distance	0.3355770707
400.0	trace_distance	0.3274568319
400.0	trace_distance	0.5660647154
400.0	trace_distance	0.3626176119
400.0	trace_distance	0.3302026093
400.0	trace_distance	0.3870666027
400.0	trace_distance	0.3643589914
400.0	trace_distance	0.3519229889
400.0	trace_distance	0.4229298830
400.0	trace_distance	0.3733811975
400.0	trace_distance	0.3277406096
400.0	trace_distance	0.3275611401
400.0	trace_distance	0.3294554353
400.0	trace_distance	0.3492126167
400.0	trace_distance	0.4687302113
400.0	trace_distance	0.3436183929
400.0	trace_distance	0.3364852965
400.0	trace_distance	0.3287549615
400.0	trace_distance	0.3405660391
400.0	trace_distance	0.4480776191
400.0	trace_distance	0.3549129665
400.0	trace_distance	0.3395527899
400.0	trace_distance	0.3324615359
400.0	trace_distance	0.3359858990
400.0	trace_distance	0.3310610056
400.0	trace_distance	0.3369829059
400.0	trace_distance	0.3424054682
400.0	trace_distance	0.3403033316
400.0	trace_distance	0.4000771642
400.0	trace_distance	0.3792578876
400.0	trace_distance	0.3380742669
400.0	trace_distance	0.4514098763
400.0	trace_distance	0.3281452060
400.0	trace_distance	0.3310056627
400.0	trace_distance	0.4003036022
400.0	trace_distance	0.3275722563
400.0	trace_distance	0.3650352657
400.0	trace_distance	0.3329488635
400.0	trace_distance	0.4446112514
400.0	trace_distance	0.3581258655
400.0	trace_distance	0.3740649819
400.0	trace_distance	0.4465582371
400.0	trace_distance	0.3280257285
400.0	trace_distance	0.3309574723
400.0	trace_distance	0.3274108469
400.0	trace_distance	0.3398774266
400.0	trace_distance	0.3724733889
400.0	trace_distance	0.3608047962
400.0	trace_distance	0.3412662148
400.0	trace_distance	0.4008282721
400.0	trace_distance	0.3320920765
400.0	trace_distance	0.3491134048
400.0	trace_distance	0.3279075921
400.0	trace_distance	0.3727011383
400.0	trace_distance	0.3434385657
400.0	trace_distance	0.3556331694
400.0	trace_distance	0.5345761776
400.0	trace_distance	0.4646587074
400.0	trace_distance	0.3547503948
400.0	trace_distance	0.4753788710
400.0	trace_distance	0.3597992659
400.0	trace_distance	0.3727019131
400.0	trace_distance	0.3632833958
400.0	trace_distance	0.3338707685
400.0	trace_distance	0.3681198359
400.0	trace_distance	0.3349946737
400.0	trace_distance	0.3593439162
400.0	trace_distance	0.4370559454
400.0	trace_distance	0.3705264330
400.0	trace_distance	0.3338464200
400.0	trace_distance	0.4023112059
400.0	trace_distance	0.3798486292
400.0	trace_distance	0.4826580882
400.0	trace_distance	0.3299041390
400.0	trace_distance	0.3582562506
400.0	trace_distance	0.3273650408
400.0	trace_distance	0.4515341222
400.0	trace_distance	0.4753214121
400.0	trace_distance	0.3315473795
400.0	trace_distance	0.3274013400
400.0	trace_distance	0.4001520276
400.0	trace_distance	0.3432435393
400.0	trace_distance	0.3821444511
400.0	trace_distance	0.4265705347
400.0	trace_distance	0.4244965315
400.0	trace_distance	0.3286484480
400.0	trace_distance	0.3321081400
400.0	trace_distance	0.3276555836
400.0	trace_distance	0.3684907556
400.0	trace_distance	0.4645028710
400.0	trace_distance	0.3273636699
800.0	fidelity1	0.7807788849
800.0	fidelity1	0.7738222480
800.0	fidelity1	0.7816381454
800.0	fidelity1	0.7817577124
800.0	fidelity1	0.7817541957
800.0	fidelity1	0.7807177305
800.0	fidelity1	0.7817551494
800.0	fidelity1	0.7813839316
800.0	fidelity1	0.7814692259
800.0	fidelity1	0.7807223201
800.0	fidelity1	0.7777861357
800.0	fidelity1	0.7817538977
800.0	fidelity1	0.7809100151
800.0	fidelity1	0.7815029025
800.0	fidelity1	0.7804011106
800.0	fidelity1	0.7816599607
800.0	fidelity1	0.7806739807
800.0	fidelity1	0.7815164924
800.0	fidelity1	0.7807798386
800.0	fidelity1	0.7817101479
800.0	fidelity1	0.7817559242
800.0	fidelity1	0.7816932201
800.0	fidelity1	0.7808674574
800.0	fidelity1	0.7815116644
800.0	fidelity1	0.7804099917
800.0	fidelity1	0.7747796774
800.0	fidelity1	0.7810990214
800.0	fidelity1	0.7771463394
800.0	fidelity1	0.7780496478
800.0	fidelity1	0.7813696861
800.0	fidelity1	0.7808856964
800.0	fidelity1	0.7799257040
800.0	fidelity1	0.7817580104
800.0	fidelity1	0.7804011703
800.0	fidelity1	0.7764118910
800.0	fidelity1	0.7764303088
800.0	fidelity1	0.7817420959
800.0	fidelity1	0.7817556262
800.0	fidelity1	0.7775635123
800.0	fidelity1	0.7803511024
800.0	fidelity1	0.7817262411
800.0	fidelity1	0.7814129591
800.0	fidelity1	0.7750477195
800.0	fidelity1	0.7775287628
800.0	fidelity1	0.7806488872
800.0	fidelity1	0.7813720703
800.0	fidelity1	0.7809342146
800.0	fidelity1	0.7815899849
800.0	fidelity1	0.7799921036
800.0	fidelity1	0.7817122340
800.0	fidelity1	0.7817277908
800.0	fidelity1	0.7813619971
800.0	fidelity1	0.7814195156
800.0	fidelity1	0.7814952731
800.0	fidelity1	0.7762171626
800.0	fidelity1	0.7814439535
800.0	fidelity1	0.7812251449
800.0	fidelity1	0.7786819339
800.0	fidelity1	0.7813715935
800.0	fidelity1	0.7810627818
800.0	fidelity1	0.7816208601
800.0	fidelity1	0.7817482948
800.0	fidelity1	0.7812170982
800.0	fidelity1	0.7785052657
800.0	fidelity1	0.7809945941
800.0	fidelity1	0.7816495895
800.0	fidelity1	0.7802027464
800.0	fidelity1	0.7812775373
800.0	fidelity1	0.7700752020
800.0	fidelity1	0.7753022909
800.0	fidelity1	0.7761329412
800.0	fidelity1	0.7803335190
800.0	fidelity1	0.7816941142
800.0	fidelity1	0.7817003727
800.0	fidelity1	0.7817500830
800.0	fidelity1	0.7683417797
800.0	fidelity1	0.7805027962
800.0	fidelity1	0.7771748900
800.0	fidelity1	0.7801453471
800.0	fidelity1	0.7806015015
800.0	fidelity1	0.7817519903
800.0	fidelity1	0.7806436419
800.0	fidelity1	0.7817477584
800.0	fidelity1	0.7793887854
800.0	fidelity1	0.7764976025
800.0	fidelity1	0.7781118155
800.0	fidelity1	0.7814828753
800.0	fidelity1	0.7815380096
800.0	fidelity1	0.7812268138
800.0	fidelity1	0.7781695127
800.0	fidelity1	0.7808437347
800.0	fidelity1	0.7816389799
800.0	fidelity1	0.7807679176
800.0	fidelity1	0.7812234759
800.0	fidelity1	0.7817502022
800.0	fidelity1	0.7801641822
800.0	fidelity1	0.7817308307
800.0	fidelity1	0.7786620855
800.0	fidelity1	0.7814807892
800.0	fidelity1	0.7817463279
800.0	trace_distance	0.3295988142
800.0	trace_distance	0.3450656533
800.0	trace_distance	0.3276378512
800.0	trace_distance	0.3273642063
800.0	trace_distance	0.3273717165
800.0	trace_distance	0.3297378421
800.0	trace_distance	0.3273698390
800.0	trace_distance	0.3282191157
800.0	trace_distance	0.3280243874
800.0	trace_distance	0.3297273517
800.0	trace_distance	0.3363399506
800.0	trace_distance	0.3273728192
800.0	trace_distance	0.3293006122
800.0	trace_distance	0.3279471397
800.0	trace_distance	0.3304575086
800.0	trace_distance	0.3275883794
800.0	trace_distance	0.3298376799
800.0	trace_distance	0.3279162645
800.0	trace_distance	0.3295966983
800.0	trace_distance	0.3274731040
800.0	trace_distance	0.3273680508
800.0	trace_distance	0.3275119662
800.0	trace_distance	0.3293972015
800.0	trace_distance	0.3279272616
800.0	trace_distance	0.3304373920
800.0	trace_distance	0.3429783583
800.0	trace_distance	0.3288694620
800.0	trace_distance	0.3377633691
800.0	trace_distance	0.3357520700
800.0	trace_distance	0.3282516599
800.0	trace_distance	0.3293556571
800.0	trace_distance	0.3315342069
800.0	trace_distance	0.3273632228
800.0	trace_distance	0.3304573894
800.0	trace_distance	0.3393909931
800.0	trace_distance	0.3393501043
800.0	trace_distance	0.3273997009
800.0	trace_distance	0.3273687959
800.0	trace_distance	0.3368358612
800.0	trace_distance	0.3305710554
800.0	trace_distance	0.3274359703
800.0	trace_distance	0.3281527758
800.0	trace_distance	0.3423917890
800.0	trace_distance	0.3369133174
800.0	trace_distance	0.3298946023
800.0	trace_distance	0.3282463551
800.0	trace_distance	0.3292453885
800.0	trace_distance	0.3277478516
800.0	trace_distance	0.3313844204
800.0	trace_distance	0.3274680972
800.0	trace_distance	0.3274325728
800.0	trace_distance	0.3282691240
800.0	trace_distance	0.3281377554
800.0	trace_distance	0.3279649615
800.0	trace_distance	0.3398205042
800.0	trace_distance	0.3280822039
800.0	trace_distance	0.3285820484
800.0	trace_distance	0.3343364298
800.0	trace_distance	0.3282475471
800.0	trace_distance	0.3289523721
800.0	trace_distance	0.3276776075
800.0	trace_distance	0.3273853958
800.0	trace_distance	0.3286000490
800.0	trace_distance	0.3347324431
800.0	trace_distance	0.3291080594
800.0	trace_distance	0.3276118934
800.0	trace_distance	0.3309075236
800.0	trace_distance	0.3284622431
800.0	trace_distance	0.3531162739
800.0	trace_distance	0.3418339491
800.0	trace_distance	0.3400064409
800.0	trace_distance	0.3306106627
800.0	trace_distance	0.3275095820
800.0	trace_distance	0.3274952769
800.0	trace_distance	0.3273813128
800.0	trace_distance	0.3567789197
800.0	trace_distance	0.3302264214
800.0	trace_distance	0.3377003074
800.0	trace_distance	0.3310372233
800.0	trace_distance	0.3300022185
800.0	trace_distance	0.3273769319
800.0	trace_distance	0.3299066424
800.0	trace_distance	0.3273868561
800.0	trace_distance	0.3327470124
800.0	trace_distance	0.3392009735
800.0	trace_distance	0.3356133103
800.0	trace_distance	0.3279929161
800.0	trace_distance	0.3278669119
800.0	trace_distance	0.3285779357
800.0	trace_distance	0.3354842067
800.0	trace_distance	0.3294516802
800.0	trace_distance	0.3276361227
800.0	trace_distance	0.3296240568
800.0	trace_distance	0.3285857439
800.0	trace_distance	0.3273813426
800.0	trace_distance	0.3309945464
800.0	trace_distance	0.3274255991
800.0	trace_distance	0.3343810737
800.0	trace_distance	0.3279976845
800.0	trace_distance	0.3273900151
1200.0	fidelity1	0.7732032537
1200.0	fidelity1	0.7741791606
1200.0	fidelity1	0.7739289999
1200.0	fidelity1	0.7689781189
1200.0	fidelity1	0.7745122313
1200.0	fidelity1	0.7790274620
1200.0	fidelity1	0.7556772232
1200.0	fidelity1	0.7817547321
1200.0	fidelity1	0.7808063030
1200.0	fidelity1	0.7771939039
1200.0	fidelity1	0.7741742134
1200.0	fidelity1	0.7753950953
1200.0	fidelity1	0.7798335552
1200.0	fidelity1	0.7782092094
1200.0	fidelity1	0.7805746794
1200.0	fidelity1	0.7738000751
1200.0	fidelity1	0.7786208391
1200.0	fidelity1	0.7815820575
1200.0	fidelity1	0.7793228030
1200.0	fidelity1	0.7814530134
1200.0	fidelity1	0.7816464305
1200.0	fidelity1	0.7777714729
1200.0	fidelity1	0.7629277110
1200.0	fidelity1	0.7776861191
1200.0	fidelity1	0.7720570564
1200.0	fidelity1	0.7816984057
1200.0	fidelity1	0.7817403674
1200.0	fidelity1	0.7790935040
1200.0	fidelity1	0.7557420135
1200.0	fidelity1	0.7817577124
1200.0	fidelity1	0.7796496153
1200.0	fidelity1	0.7795238495
1200.0	fidelity1	0.7709126472
1200.0	fidelity1	0.7757920027
1200.0	fidelity1	0.7807583213
1200.0	fidelity1	0.7809818983
1200.0	fidelity1	0.7812848091
1200.0	fidelity1	0.7817573547
1200.0	fidelity1	0.7805039883
1200.0	fidelity1	0.7814247012
1200.0	fidelity1	0.7690176964
1200.0	fidelity1	0.7815388441
