tau_c	metric	value
120.0	fidelity1	0.7108992338
120.0	fidelity1	0.7742371559
120.0	fidelity1	0.7465151548
120.0	fidelity1	0.6931452751
120.0	fidelity1	0.7771347761
120.0	fidelity1	0.7803761363
120.0	fidelity1	0.7749816775
120.0	fidelity1	0.7091218233
120.0	fidelity1	0.5979086757
120.0	fidelity1	0.7590225935
120.0	fidelity1	0.7803050280
120.0	fidelity1	0.7256221771
120.0	fidelity1	0.7364350557
120.0	fidelity1	0.7403781414
120.0	fidelity1	0.7468325496
120.0	fidelity1	0.7670606375
120.0	fidelity1	0.7393802404
120.0	fidelity1	0.7756406069
120.0	fidelity1	0.7772137523
120.0	fidelity1	0.7753846049
120.0	fidelity1	0.7782406807
120.0	fidelity1	0.7813267708
120.0	fidelity1	0.7817578316
120.0	fidelity1	0.7081820369
120.0	fidelity1	0.7456330061
120.0	fidelity1	0.7712108493
120.0	fidelity1	0.7306298018
120.0	fidelity1	0.7296142578
120.0	fidelity1	0.7382555008
120.0	fidelity1	0.5764761567
120.0	fidelity1	0.7793843150
120.0	fidelity1	0.7794439197
120.0	fidelity1	0.7644248009
120.0	fidelity1	0.7778582573
120.0	fidelity1	0.7516598701
120.0	fidelity1	0.7780297995
120.0	fidelity1	0.5531168580
120.0	fidelity1	0.7496950030
120.0	fidelity1	0.7441854477
120.0	fidelity1	0.7121368647
120.0	fidelity1	0.7786681056
120.0	fidelity1	0.6926948428
120.0	fidelity1	0.7538113594
120.0	fidelity1	0.6376971006
120.0	fidelity1	0.7634369731
120.0	fidelity1	0.7628692985
120.0	fidelity1	0.7651356459
120.0	fidelity1	0.7646454573
120.0	fidelity1	0.7566124797
120.0	fidelity1	0.7797555923
120.0	fidelity1	0.7045068145
120.0	fidelity1	0.6350885630
120.0	fidelity1	0.7433437109
120.0	fidelity1	0.7250179648
120.0	fidelity1	0.7490171194
120.0	fidelity1	0.7169155478
120.0	fidelity1	0.7777746916
120.0	fidelity1	0.7793183327
120.0	fidelity1	0.7816653252
120.0	fidelity1	0.7548453808
120.0	fidelity1	0.7770490050
120.0	fidelity1	0.7722582817
120.0	fidelity1	0.7776026726
120.0	fidelity1	0.7612661123
120.0	fidelity1	0.7100459337
120.0	fidelity1	0.7089926004
120.0	fidelity1	0.6406354904
120.0	fidelity1	0.6115250587
120.0	fidelity1	0.7615963221
120.0	fidelity1	0.7805656195
120.0	fidelity1	0.7817214727
120.0	fidelity1	0.5564550161
120.0	fidelity1	0.6713001132
120.0	fidelity1	0.7774597406
120.0	fidelity1	0.7617975473
120.0	fidelity1	0.7801842690
120.0	fidelity1	0.7734526396
120.0	fidelity1	0.7353323698
120.0	trace_distance	0.6227884293
120.0	trace_distance	0.3276053667
120.0	trace_distance	0.3297981620
120.0	trace_distance	0.3457520008
120.0	trace_distance	0.3275271058
120.0	trace_distance	0.3284606934
120.0	trace_distance	0.5645452142
120.0	trace_distance	0.3904764056
120.0	trace_distance	0.3418552279
120.0	trace_distance	0.3411268592
120.0	trace_distance	0.3698901534
120.0	trace_distance	0.5677341223
120.0	trace_distance	0.4164925218
120.0	trace_distance	0.3312752843
120.0	trace_distance	0.3289054632
120.0	trace_distance	0.3788928390
120.0	trace_distance	0.3701424599
120.0	trace_distance	0.3372982144
120.0	trace_distance	0.3549629450
120.0	trace_distance	0.4512405396
120.0	trace_distance	0.4268803596
120.0	trace_distance	0.3746281266
120.0	trace_distance	0.4620119929
120.0	trace_distance	0.3441627324
120.0	trace_distance	0.4000389576
120.0	trace_distance	0.4899854660
120.0	trace_distance	0.3377893567
120.0	trace_distance	0.3305141032
120.0	trace_distance	0.3425363302
120.0	trace_distance	0.4648882151
120.0	trace_distance	0.6188221574
120.0	trace_distance	0.3758587241
120.0	trace_distance	0.3306754827
120.0	trace_distance	0.4374591708
120.0	trace_distance	0.4185106754
120.0	trace_distance	0.4113833606
120.0	trace_distance	0.3994435966
120.0	trace_distance	0.3594619334
120.0	trace_distance	0.4131989777
120.0	trace_distance	0.3410906792
120.0	trace_distance	0.3376138806
120.0	trace_distance	0.3416532278
120.0	trace_distance	0.3353247643
120.0	trace_distance	0.3283496499
120.0	trace_distance	0.3273634315
120.0	trace_distance	0.4664017856
120.0	trace_distance	0.4016891718
120.0	trace_distance	0.3506956697
120.0	trace_distance	0.4287878573
120.0	trace_distance	0.4305605292
120.0	trace_distance	0.4152355790
120.0	trace_distance	0.6442744732
120.0	trace_distance	0.3327572942
120.0	trace_distance	0.3326228261
120.0	trace_distance	0.3649199903
120.0	trace_distance	0.3361791074
120.0	trace_distance	0.3902739584
120.0	trace_distance	0.3357958794
120.0	trace_distance	0.6709161997
120.0	trace_distance	0.3940322697
120.0	trace_distance	0.4043828249
120.0	trace_distance	0.4599984288
120.0	trace_distance	0.3343679011
120.0	trace_distance	0.4906743765
120.0	trace_distance	0.3861177266
120.0	trace_distance	0.5685578585
120.0	trace_distance	0.3669445217
120.0	trace_distance	0.3681030571
120.0	trace_distance	0.3634563088
120.0	trace_distance	0.3644661307
120.0	trace_distance	0.3806377649
120.0	trace_distance	0.3319190145
120.0	trace_distance	0.4722747505
120.0	trace_distance	0.5719884634
120.0	trace_distance	0.4059413075
120.0	trace_distance	0.4384939075
120.0	trace_distance	0.3953204155
120.0	trace_distance	0.4521398544
120.0	trace_distance	0.3363653719
120.0	trace_distance	0.3329056501
120.0	trace_distance	0.3275756240
120.0	trace_distance	0.3841035962
120.0	trace_distance	0.3379797339
120.0	trace_distance	0.3484484851
120.0	trace_distance	0.3367489576
120.0	trace_distance	0.3713552356
120.0	trace_distance	0.4633951187
120.0	trace_distance	0.4650965333
120.0	trace_distance	0.5646686554
120.0	trace_distance	0.6020931602
120.0	trace_distance	0.3706877232
120.0	trace_distance	0.3300837278
120.0	trace_distance	0.3274470568
120.0	trace_distance	0.6671739817
120.0	trace_distance	0.5223541260
120.0	trace_distance	0.3370667696
120.0	trace_distance	0.3702801466
120.0	trace_distance	0.3309491575
120.0	trace_distance	0.3458684683
120.0	trace_distance	0.4204822183
200.0	fidelity1	0.7267199755
200.0	fidelity1	0.6143624783
200.0	fidelity1	0.7098001838
200.0	fidelity1	0.7419120669
200.0	fidelity1	0.7751368284
200.0	fidelity1	0.7790731788
200.0	fidelity1	0.7785362005
200.0	fidelity1	0.7807817459
200.0	fidelity1	0.6452256441
200.0	fidelity1	0.6074283123
200.0	fidelity1	0.7816084623
200.0	fidelity1	0.6337026954
200.0	fidelity1	0.6521490216
200.0	fidelity1	0.7002972364
200.0	fidelity1	0.7812130451
200.0	fidelity1	0.7292159796
200.0	fidelity1	0.7724875212
200.0	fidelity1	0.5593750477
200.0	fidelity1	0.7628013492
200.0	fidelity1	0.6927099228
200.0	fidelity1	0.7660661936
200.0	fidelity1	0.7345370054
200.0	fidelity1	0.7817530632
200.0	fidelity1	0.7456897497
200.0	fidelity1	0.7068183422
200.0	fidelity1	0.7813451290
200.0	fidelity1	0.7314245105
200.0	fidelity1	0.7201657295
200.0	fidelity1	0.7614368200
200.0	fidelity1	0.7417184711
200.0	fidelity1	0.7736284137
200.0	fidelity1	0.7081753016
200.0	fidelity1	0.7653090358
200.0	fidelity1	0.6926227808
200.0	fidelity1	0.7331213951
200.0	fidelity1	0.7617384791
200.0	fidelity1	0.7683572173
200.0	fidelity1	0.7814728618
200.0	fidelity1	0.5539144874
200.0	fidelity1	0.7276434302
200.0	fidelity1	0.7814698219
200.0	fidelity1	0.7795060873
200.0	fidelity1	0.7665106654
200.0	fidelity1	0.7271403074
200.0	fidelity1	0.7303582430
200.0	fidelity1	0.5902886391
200.0	fidelity1	0.7052491903
200.0	fidelity1	0.7783511877
200.0	fidelity1	0.6942781210
200.0	fidelity1	0.7732515335
200.0	fidelity1	0.7693600655
200.0	fidelity1	0.7816600204
200.0	fidelity1	0.7789707184
200.0	fidelity1	0.7438009977
200.0	fidelity1	0.7598870993
200.0	fidelity1	0.6291725039
200.0	fidelity1	0.6933643222
200.0	fidelity1	0.7470227480
200.0	fidelity1	0.7255368233
200.0	fidelity1	0.6363078952
200.0	fidelity1	0.7643123865
200.0	fidelity1	0.7582477331
200.0	fidelity1	0.7614211440
200.0	fidelity1	0.7811080813
200.0	fidelity1	0.7761694789
200.0	fidelity1	0.7779191732
200.0	fidelity1	0.7653636932
200.0	fidelity1	0.7806537151
200.0	fidelity1	0.7642205954
200.0	fidelity1	0.7811157107
200.0	fidelity1	0.7527617216
200.0	fidelity1	0.6884316802
200.0	fidelity1	0.7526299357
200.0	fidelity1	0.7678756714
200.0	fidelity1	0.7040275335
200.0	fidelity1	0.7816728354
200.0	fidelity1	0.7722656131
200.0	fidelity1	0.6963707805
200.0	fidelity1	0.6717044711
200.0	fidelity1	0.7775354385
200.0	fidelity1	0.6948577166
200.0	fidelity1	0.7753944397
200.0	fidelity1	0.7706712484
200.0	fidelity1	0.7282420993
200.0	fidelity1	0.7816696167
200.0	fidelity1	0.7663203478
200.0	fidelity1	0.7792396545
200.0	fidelity1	0.7798794508
200.0	fidelity1	0.7634515762
200.0	fidelity1	0.7514893413
200.0	fidelity1	0.7684546709
200.0	fidelity1	0.6798245311
200.0	fidelity1	0.6718870997
200.0	fidelity1	0.6584226489
200.0	fidelity1	0.7809365988
200.0	fidelity1	0.6906461716
200.0	fidelity1	0.6994838715
200.0	fidelity1	0.7151297927
200.0	fidelity1	0.7779328227
200.0	fidelity1	0.5554562807
200.0	trace_distance	0.4355730414
200.0	trace_distance	0.5985482335
200.0	trace_distance	0.4637925029
200.0	trace_distance	0.4085777700
200.0	trace_distance	0.3421966434
200.0	trace_distance	0.3334576488
200.0	trace_distance	0.3346630335
200.0	trace_distance	0.3295918703
200.0	trace_distance	0.5585385561
200.0	trace_distance	0.6071747541
200.0	trace_distance	0.3277058005
200.0	trace_distance	0.5738028288
200.0	trace_distance	0.5491631031
200.0	trace_distance	0.4789134860
200.0	trace_distance	0.3286093771
200.0	trace_distance	0.4312537313
200.0	trace_distance	0.3479547799
200.0	trace_distance	0.6638833284
200.0	trace_distance	0.3682416081
200.0	trace_distance	0.4906514287
200.0	trace_distance	0.3615306914
200.0	trace_distance	0.4218983650
200.0	trace_distance	0.3273746967
200.0	trace_distance	0.4015834033
200.0	trace_distance	0.4685896039
200.0	trace_distance	0.3283079863
200.0	trace_distance	0.4273956418
200.0	trace_distance	0.4467158318
200.0	trace_distance	0.3710101843
200.0	trace_distance	0.4089330137
200.0	trace_distance	0.3454868793
200.0	trace_distance	0.4664125443
200.0	trace_distance	0.3630980551
200.0	trace_distance	0.4907847047
200.0	trace_distance	0.4244074225
200.0	trace_distance	0.3703997731
200.0	trace_distance	0.3567464352
200.0	trace_distance	0.3280161023
200.0	trace_distance	0.6700240374
200.0	trace_distance	0.4339799881
200.0	trace_distance	0.3280227780
200.0	trace_distance	0.3324826062
200.0	trace_distance	0.3606076241
200.0	trace_distance	0.4348486662
200.0	trace_distance	0.4292625189
200.0	trace_distance	0.6279892921
200.0	trace_distance	0.4710943401
200.0	trace_distance	0.3350773156
200.0	trace_distance	0.4882483482
200.0	trace_distance	0.3463039994
200.0	trace_distance	0.3546317816
200.0	trace_distance	0.3275877237
200.0	trace_distance	0.3336879611
200.0	trace_distance	0.4050953984
200.0	trace_distance	0.3741298616
200.0	trace_distance	0.5796939135
200.0	trace_distance	0.4896502197
200.0	trace_distance	0.3990859985
200.0	trace_distance	0.4376054406
200.0	trace_distance	0.5703873634
200.0	trace_distance	0.3651508689
200.0	trace_distance	0.3774016500
200.0	trace_distance	0.3710418344
200.0	trace_distance	0.3288491368
200.0	trace_distance	0.3399259448
200.0	trace_distance	0.3360432684
200.0	trace_distance	0.3629849851
200.0	trace_distance	0.3298833370
200.0	trace_distance	0.3653394878
200.0	trace_distance	0.3288315535
200.0	trace_distance	0.3881511390
200.0	trace_distance	0.4971482754
200.0	trace_distance	0.3884053230
200.0	trace_distance	0.3577572703
200.0	trace_distance	0.4730353355
200.0	trace_distance	0.3275581598
200.0	trace_distance	0.3484327197
200.0	trace_distance	0.4850234985
200.0	trace_distance	0.5217728615
200.0	trace_distance	0.3368983269
200.0	trace_distance	0.4873573780
200.0	trace_distance	0.3416316807
200.0	trace_distance	0.3518479764
200.0	trace_distance	0.4329439402
200.0	trace_distance	0.3275657892
200.0	trace_distance	0.3610031605
200.0	trace_distance	0.3330827951
200.0	trace_distance	0.3316392303
200.0	trace_distance	0.3669148684
200.0	trace_distance	0.3906017542
200.0	trace_distance	0.3565412760
200.0	trace_distance	0.5099678040
200.0	trace_distance	0.5215104818
200.0	trace_distance	0.5405271053
200.0	trace_distance	0.3292397857
200.0	trace_distance	0.4937960804
200.0	trace_distance	0.4801854491
200.0	trace_distance	0.4550926089
200.0	trace_distance	0.3360125422
200.0	trace_distance	0.6682958007
400.0	fidelity1	0.7556359768
400.0	fidelity1	0.7619974017
400.0	fidelity1	0.7817212939
400.0	fidelity1	0.7579926252
400.0	fidelity1	0.7466170788
400.0	fidelity1	0.7748596668
400.0	fidelity1	0.7674924731
400.0	fidelity1	0.7063552737
400.0	fidelity1	0.6404748559
400.0	fidelity1	0.7717685699
400.0	fidelity1	0.7816442847
400.0	fidelity1	0.5525121689
400.0	fidelity1	0.7386147380
400.0	fidelity1	0.7783114314
400.0	fidelity1	0.7086751461
400.0	fidelity1	0.7364749908
400.0	fidelity1	0.7517551184
400.0	fidelity1	0.6659268141
400.0	fidelity1	0.7253991365
400.0	fidelity1	0.7813001871
400.0	fidelity1	0.7815178633
400.0	fidelity1	0.7792190909
400.0	fidelity1	0.7550818324
400.0	fidelity1	0.6161278486
400.0	fidelity1	0.7619397044
400.0	fidelity1	0.7706604004
400.0	fidelity1	0.7800692320
400.0	fidelity1	0.7656754255
400.0	fidelity1	0.6376687288
400.0	fidelity1	0.7480827570
400.0	fidelity1	0.7669140697
400.0	fidelity1	0.7755643129
400.0	fidelity1	0.7712696791
400.0	fidelity1	0.7772681117
400.0	fidelity1	0.7700532675
400.0	fidelity1	0.7634250522
400.0	fidelity1	0.7659966946
400.0	fidelity1	0.6929353476
400.0	fidelity1	0.7182019949
400.0	fidelity1	0.7687205076
400.0	fidelity1	0.6340772510
400.0	fidelity1	0.7808095813
400.0	fidelity1	0.7773353457
400.0	fidelity1	0.6926633716
400.0	fidelity1	0.7815045118
400.0	fidelity1	0.7356440425
400.0	fidelity1	0.7749711871
400.0	fidelity1	0.6414470673
400.0	fidelity1	0.7441347837
400.0	fidelity1	0.7245607376
400.0	fidelity1	0.6393196583
400.0	fidelity1	0.7809543610
400.0	fidelity1	0.7773940563
400.0	fidelity1	0.7817000747
400.0	fidelity1	0.7665175200
400.0	fidelity1	0.7265121937
400.0	fidelity1	0.7408425212
400.0	fidelity1	0.7648189068
400.0	fidelity1	0.6920331717
400.0	fidelity1	0.7760137320
400.0	fidelity1	0.7552036047
400.0	fidelity1	0.7810975909
400.0	fidelity1	0.7262328863
400.0	fidelity1	0.7621600032
400.0	fidelity1	0.7471976280
400.0	fidelity1	0.5638456345
400.0	fidelity1	0.6202309132
400.0	fidelity1	0.7482821941
400.0	fidelity1	0.6095982790
400.0	fidelity1	0.7420783043
400.0	fidelity1	0.7262318134
400.0	fidelity1	0.7377967834
400.0	fidelity1	0.7738480568
400.0	fidelity1	0.7318552732
400.0	fidelity1	0.7724784613
400.0	fidelity1	0.7426377535
400.0	fidelity1	0.6498210430
400.0	fidelity1	0.7289008498
400.0	fidelity1	0.7738779783
400.0	fidelity1	0.6902543902
400.0	fidelity1	0.7174800634
400.0	fidelity1	0.6027100086
400.0	fidelity1	0.7786740065
400.0	fidelity1	0.7439746857
400.0	fidelity1	0.7817558050
400.0	fidelity1	0.6339443922
400.0	fidelity1	0.6096536517
400.0	fidelity1	0.7766764164
400.0	fidelity1	0.7817115784
400.0	fidelity1	0.6928453445
400.0	fidelity1	0.7623990774
400.0	fidelity1	0.7146749496
400.0	fidelity1	0.6617252827
400.0	fidelity1	0.6641146541
400.0	fidelity1	0.7801985741
400.0	fidelity1	0.7759942412
400.0	fidelity1	0.7814032435
400.0	fidelity1	0.7313998938
400.0	fidelity1	0.6203893423
400.0	fidelity1	0.7817572355
400.0	trace_distance	0.3825566173
400.0	trace_distance	0.3698753417
400.0	trace_distance	0.3274474144
400.0	trace_distance	0.3779088259
400.0	trace_distance	0.3998474479
400.0	trace_distance	0.3428034782
400.0	trace_distance	0.3585596979
400.0	trace_distance	0.4693301022
400.0	trace_distance	0.5648819208
400.0	trace_distance	0.3495009542
400.0	trace_distance	0.3276236355
400.0	trace_distance	0.6715917587
400.0	trace_distance	0.4145861566
400.0	trace_distance	0.3351666331
400.0	trace_distance	0.4656083584
400.0	trace_distance	0.4184390604
400.0	trace_distance	0.3900911808
400.0	trace_distance	0.5300127268
400.0	trace_distance	0.4378414452
400.0	trace_distance	0.3284105659
400.0	trace_distance	0.3279130459
400.0	trace_distance	0.3331291676
400.0	trace_distance	0.3836418092
400.0	trace_distance	0.5963320732
400.0	trace_distance	0.3699919581
400.0	trace_distance	0.3518709540
400.0	trace_distance	0.3312095106
400.0	trace_distance	0.3623407483
400.0	trace_distance	0.5685954094
400.0	trace_distance	0.3970890045
400.0	trace_distance	0.3597674072
400.0	trace_distance	0.3412583470
400.0	trace_distance	0.3505699635
400.0	trace_distance	0.3374933600
400.0	trace_distance	0.3531627357
400.0	trace_distance	0.3669691980
400.0	trace_distance	0.3616749644
400.0	trace_distance	0.4903067946
400.0	trace_distance	0.4500007629
400.0	trace_distance	0.3559815288
400.0	trace_distance	0.5733128786
400.0	trace_distance	0.3295288682
400.0	trace_distance	0.3373436630
400.0	trace_distance	0.4907227159
400.0	trace_distance	0.3279437423
400.0	trace_distance	0.4199258089
400.0	trace_distance	0.3425598443
400.0	trace_distance	0.5635894537
400.0	trace_distance	0.4044770896
400.0	trace_distance	0.4392751455
400.0	trace_distance	0.5664135218
400.0	trace_distance	0.3291992545
400.0	trace_distance	0.3372133374
400.0	trace_distance	0.3274961114
400.0	trace_distance	0.3605935872
400.0	trace_distance	0.4359304905
400.0	trace_distance	0.4105361402
400.0	trace_distance	0.3641089797
400.0	trace_distance	0.4916847646
400.0	trace_distance	0.3402691483
400.0	trace_distance	0.3834036291
400.0	trace_distance	0.3288729191
400.0	trace_distance	0.4364107251
400.0	trace_distance	0.3695451617
400.0	trace_distance	0.3987570405
400.0	trace_distance	0.6588134766
400.0	trace_distance	0.5911492109
400.0	trace_distance	0.3967119753
400.0	trace_distance	0.6044884920
400.0	trace_distance	0.4082724452
400.0	trace_distance	0.4364124835
400.0	trace_distance	0.4160635471
400.0	trace_distance	0.3450094163
400.0	trace_distance	0.4266390204
400.0	trace_distance	0.3479741812
400.0	trace_distance	0.4072432816
400.0	trace_distance	0.5523333549
400.0	trace_distance	0.4318013191
400.0	trace_distance	0.3449447155
400.0	trace_distance	0.4943907261
400.0	trace_distance	0.4512023926
400.0	trace_distance	0.6129753590
400.0	trace_distance	0.3343542218
400.0	trace_distance	0.4047738314
400.0	trace_distance	0.3273685575
400.0	trace_distance	0.5734869242
400.0	trace_distance	0.6044198275
400.0	trace_distance	0.3388054371
400.0	trace_distance	0.3274694979
400.0	trace_distance	0.4904442430
400.0	trace_distance	0.3690600991
400.0	trace_distance	0.4558412433
400.0	trace_distance	0.5359251499
400.0	trace_distance	0.5325708985
400.0	trace_distance	0.3309169114
400.0	trace_distance	0.3403120041
400.0	trace_distance	0.3281750977
400.0	trace_distance	0.4274387360
400.0	trace_distance	0.5909482241
400.0	trace_distance	0.3273651004
800.0	fidelity1	0.7790447474
800.0	fidelity1	0.7601668239
800.0	fidelity1	0.7814248800
800.0	fidelity1	0.7817567587
800.0	fidelity1	0.7817475200
800.0	fidelity1	0.7788763046
800.0	fidelity1	0.7817499042
800.0	fidelity1	0.7807199359
800.0	fidelity1	0.7809559703
800.0	fidelity1	0.7788888216
800.0	fidelity1	0.7708376646
800.0	fidelity1	0.7817463875
800.0	fidelity1	0.7794070244
800.0	fidelity1	0.7810494900
800.0	fidelity1	0.7780015469
800.0	fidelity1	0.7814845443
800.0	fidelity1	0.7787548900
800.0	fidelity1	0.7810871005
800.0	fidelity1	0.7790476680
800.0	fidelity1	0.7816246748
800.0	fidelity1	0.7817519903
800.0	fidelity1	0.7815774679
800.0	fidelity1	0.7792896628
800.0	fidelity1	0.7810738087
800.0	fidelity1	0.7780258060
800.0	fidelity1	0.7627234459
800.0	fidelity1	0.7799305916
800.0	fidelity1	0.7691003680
800.0	fidelity1	0.7715549469
800.0	fidelity1	0.7806802988
800.0	fidelity1	0.7793401480
800.0	fidelity1	0.7766925693
800.0	fidelity1	0.7817578316
800.0	fidelity1	0.7780016661
800.0	fidelity1	0.7671116590
800.0	fidelity1	0.7671617270
800.0	fidelity1	0.7817136645
800.0	fidelity1	0.7817510366
800.0	fidelity1	0.7702326775
800.0	fidelity1	0.7778636217
800.0	fidelity1	0.7816694975
800.0	fidelity1	0.7808000445
800.0	fidelity1	0.7634417415
800.0	fidelity1	0.7701379657
800.0	fidelity1	0.7786856890
800.0	fidelity1	0.7806866169
800.0	fidelity1	0.7794737816
800.0	fidelity1	0.7812908888
800.0	fidelity1	0.7768747211
800.0	fidelity1	0.7816306949
800.0	fidelity1	0.7816737890
800.0	fidelity1	0.7806591988
800.0	fidelity1	0.7808186412
800.0	fidelity1	0.7810281515
800.0	fidelity1	0.7665869594
800.0	fidelity1	0.7808856368
800.0	fidelity1	0.7802795172
800.0	fidelity1	0.7732809782
800.0	fidelity1	0.7806850672
800.0	fidelity1	0.7798296809
800.0	fidelity1	0.7813767791
800.0	fidelity1	0.7817306519
800.0	fidelity1	0.7802574039
800.0	fidelity1	0.7727981806
800.0	fidelity1	0.7796407938
800.0	fidelity1	0.7814559937
800.0	fidelity1	0.7774548531
800.0	fidelity1	0.7804245949
800.0	fidelity1	0.7502896190
800.0	fidelity1	0.7641243339
800.0	fidelity1	0.7663599253
800.0	fidelity1	0.7778153419
800.0	fidelity1	0.7815803289
800.0	fidelity1	0.7815977931
800.0	fidelity1	0.7817357779
800.0	fidelity1	0.7457901835
800.0	fidelity1	0.7782823443
800.0	fidelity1	0.7691771388
800.0	fidelity1	0.7772969604
800.0	fidelity1	0.7785549164
800.0	fidelity1	0.7817411423
800.0	fidelity1	0.7786712646
800.0	fidelity1	0.7817292213
800.0	fidelity1	0.7752170563
800.0	fidelity1	0.7673441768
800.0	fidelity1	0.7717242241
800.0	fidelity1	0.7809941173
800.0	fidelity1	0.7811467052
800.0	fidelity1	0.7802844048
800.0	fidelity1	0.7718814611
800.0	fidelity1	0.7792233229
800.0	fidelity1	0.7814267874
800.0	fidelity1	0.7790141106
800.0	fidelity1	0.7802747488
800.0	fidelity1	0.7817355990
800.0	fidelity1	0.7773485184
800.0	fidelity1	0.7816822529
800.0	fidelity1	0.7732264400
800.0	fidelity1	0.7809886336
800.0	fidelity1	0.7817253470
800.0	trace_distance	0.3335213959
800.0	trace_distance	0.3735687733
800.0	trace_distance	0.3281257153
800.0	trace_distance	0.3273665309
800.0	trace_distance	0.3273874223
800.0	trace_distance	0.3339002132
800.0	trace_distance	0.3273818493
800.0	trace_distance	0.3297332525
800.0	trace_distance	0.3291956186
800.0	trace_distance	0.3338719308
800.0	trace_distance	0.3514927328
800.0	trace_distance	0.3273903728
800.0	trace_distance	0.3327059150
800.0	trace_distance	0.3289824724
800.0	trace_distance	0.3358591199
800.0	trace_distance	0.3279893398
800.0	trace_distance	0.3341728449
800.0	trace_distance	0.3288965821
800.0	trace_distance	0.3335151076
800.0	trace_distance	0.3276688457
800.0	trace_distance	0.3273771405
800.0	trace_distance	0.3277765810
800.0	trace_distance	0.3329703808
800.0	trace_distance	0.3289269209
800.0	trace_distance	0.3358050585
800.0	trace_distance	0.3683997691
800.0	trace_distance	0.3315238953
800.0	trace_distance	0.3551802933
800.0	trace_distance	0.3499589860
800.0	trace_distance	0.3298231959
800.0	trace_distance	0.3328567743
800.0	trace_distance	0.3387697935
800.0	trace_distance	0.3273636401
800.0	trace_distance	0.3358590305
800.0	trace_distance	0.3593549728
800.0	trace_distance	0.3592509031
800.0	trace_distance	0.3274647593
800.0	trace_distance	0.3273793459
800.0	trace_distance	0.3527814150
800.0	trace_distance	0.3361669183
800.0	trace_distance	0.3275659680
800.0	trace_distance	0.3295502961
800.0	trace_distance	0.3669349551
800.0	trace_distance	0.3529825807
800.0	trace_distance	0.3343282342
800.0	trace_distance	0.3298088312
800.0	trace_distance	0.3325551450
800.0	trace_distance	0.3284312487
800.0	trace_distance	0.3383661211
800.0	trace_distance	0.3276548386
800.0	trace_distance	0.3275564909
800.0	trace_distance	0.3298710287
800.0	trace_distance	0.3295087814
800.0	trace_distance	0.3290314078
800.0	trace_distance	0.3604487479
800.0	trace_distance	0.3293561041
800.0	trace_distance	0.3307335973
800.0	trace_distance	0.3462402523
800.0	trace_distance	0.3298122287
800.0	trace_distance	0.3317516446
800.0	trace_distance	0.3282356560
800.0	trace_distance	0.3274258971
800.0	trace_distance	0.3307832479
800.0	trace_distance	0.3472844958
800.0	trace_distance	0.3321785927
800.0	trace_distance	0.3280542493
800.0	trace_distance	0.3370781541
800.0	trace_distance	0.3304039240
800.0	trace_distance	0.3928987980
800.0	trace_distance	0.3655369282
800.0	trace_distance	0.3609209955
800.0	trace_distance	0.3362746537
800.0	trace_distance	0.3277702630
800.0	trace_distance	0.3277305961
800.0	trace_distance	0.3274142146
800.0	trace_distance	0.4013957381
800.0	trace_distance	0.3352314234
800.0	trace_distance	0.3550181985
800.0	trace_distance	0.3374292552
800.0	trace_distance	0.3346213102
800.0	trace_distance	0.3274021149
800.0	trace_distance	0.3343605995
800.0	trace_distance	0.3274294734
800.0	trace_distance	0.3420210481
800.0	trace_distance	0.3588697016
800.0	trace_distance	0.3495961428
800.0	trace_distance	0.3291090727
800.0	trace_distance	0.3287607133
800.0	trace_distance	0.3307221830
800.0	trace_distance	0.3492586613
800.0	trace_distance	0.3331196308
800.0	trace_distance	0.3281212151
800.0	trace_distance	0.3335904479
800.0	trace_distance	0.3307441473
800.0	trace_distance	0.3274144828
800.0	trace_distance	0.3373143673
800.0	trace_distance	0.3275367022
800.0	trace_distance	0.3463581800
800.0	trace_distance	0.3291216195
800.0	trace_distance	0.3274380565
1200.0	fidelity1	0.7585210800
1200.0	fidelity1	0.7611182928
1200.0	fidelity1	0.7604514956
1200.0	fidelity1	0.7474367023
1200.0	fidelity1	0.7620078921
1200.0	fidelity1	0.7742263675
1200.0	fidelity1	0.7142696381
1200.0	fidelity1	0.7817485332
1200.0	fidelity1	0.7791208029
1200.0	fidelity1	0.7692291737
1200.0	fidelity1	0.7611050606
1200.0	fidelity1	0.7643739581
1200.0	fidelity1	0.7764388323
1200.0	fidelity1	0.7719905376
1200.0	fidelity1	0.7784805298
1200.0	fidelity1	0.7601078749
1200.0	fidelity1	0.7731139064
1200.0	fidelity1	0.7812693119
1200.0	fidelity1	0.7750360370
1200.0	fidelity1	0.7809116244
1200.0	fidelity1	0.7814475298
1200.0	fidelity1	0.7707978487
1200.0	fidelity1	0.7320221663
1200.0	fidelity1	0.7705659866
1200.0	fidelity1	0.7554879189
1200.0	fidelity1	0.7815920711
1200.0	fidelity1	0.7817087173
1200.0	fidelity1	0.7744072676
1200.0	fidelity1	0.7144250870
1200.0	fidelity1	0.7817565799
1200.0	fidelity1	0.7759331465
1200.0	fidelity1	0.7755874395
1200.0	fidelity1	0.7524794340
1200.0	fidelity1	0.7654414177
1200.0	fidelity1	0.7789880633
1200.0	fidelity1	0.7796060443
1200.0	fidelity1	0.7804450393
1200.0	fidelity1	0.7817556858
1200.0	fidelity1	0.7782856226
1200.0	fidelity1	0.7808326483
1200.0	fidelity1	0.7475390434
1200.0	fidelity1	0.7811490893
